,cat_id,area_m2,N,K,source,divide_id
4869,107220,1457550.279,10.0,0.1617,regionalized,cat-107220
4870,107223,3696299.622,5.2151,0.8039,regionalized,cat-107223
4871,107225,1422450.401,9.9833,0.1872,regionalized,cat-107225
4872,107226,1215450.112,9.9441,0.1893,regionalized,cat-107226
4873,107228,3748500.063,7.6268,0.3862,regionalized,cat-107228
4874,107229,3075299.797,6.9735,0.4703,regionalized,cat-107229
4875,107230,2656350.644,8.8898,0.2624,regionalized,cat-107230
4876,107232,7744049.626,7.8732,0.3606,regionalized,cat-107232
4877,107234,512550.036,10.0,0.1517,regionalized,cat-107234
4878,107236,3023550.859,8.0208,0.342,regionalized,cat-107236
4879,107238,1650150.005,10.0,0.1617,regionalized,cat-107238
4880,107240,18055800.819,7.1929,0.4464,regionalized,cat-107240
4881,107260,7290899.807,7.6911,0.3809,regionalized,cat-107260
4882,107262,2682900.315,10.0,0.1705,regionalized,cat-107262
4883,107264,3489750.378,9.2783,0.2336,regionalized,cat-107264
4884,107268,1590749.937,10.0,0.1706,regionalized,cat-107268
4885,107269,1758600.185,9.6193,0.2095,regionalized,cat-107269
4886,107270,2583449.82,9.0981,0.2462,regionalized,cat-107270
4887,107271,4085549.762,8.6329,0.2847,regionalized,cat-107271
4888,107272,955350.144,10.0,0.1568,regionalized,cat-107272
4889,107275,8109000.009,8.3965,0.3076,regionalized,cat-107275
4890,107276,9580499.928,8.2377,0.3233,regionalized,cat-107276
4891,107278,7142850.756,8.1194,0.3343,regionalized,cat-107278
4892,107280,4870800.148,8.4675,0.2998,regionalized,cat-107280
4893,107281,1322100.072,9.8107,0.1972,regionalized,cat-107281
4894,107282,4396950.851,8.3071,0.3146,regionalized,cat-107282
4895,107283,1557899.69,9.2359,0.2352,regionalized,cat-107283
4896,107284,3965849.658,8.5987,0.2876,regionalized,cat-107284
4897,107285,3790350.414,8.3687,0.3084,regionalized,cat-107285
4898,107286,5678999.658,7.9311,0.3534,regionalized,cat-107286
4899,107287,6479549.375,8.5517,0.2929,regionalized,cat-107287
4900,107288,6601950.463,8.1832,0.3277,regionalized,cat-107288
4901,107289,5433300.36,7.8426,0.3629,regionalized,cat-107289
4902,107290,11211749.905,7.4691,0.4089,regionalized,cat-107290
4903,107291,8762399.55,7.6013,0.392,regionalized,cat-107291
4904,107292,3592799.748,9.3341,0.2298,regionalized,cat-107292
4905,107295,4178250.229,8.7564,0.2743,regionalized,cat-107295
4906,107296,3523050.293,8.6994,0.2787,regionalized,cat-107296
4907,107297,3695850.212,9.1124,0.2459,regionalized,cat-107297
4908,107298,12438449.968,3.5749,0.9915,calibrated,cat-107298
4909,107301,14566949.708,7.2794,0.4341,regionalized,cat-107301
4910,107302,3907799.78,8.726,0.2767,regionalized,cat-107302
4911,107303,4352850.463,8.3408,0.3113,regionalized,cat-107303
4912,107304,3185999.406,8.1365,0.3304,regionalized,cat-107304
4913,107305,7045649.663,8.281,0.3183,regionalized,cat-107305
4914,107306,3370499.442,9.1388,0.2438,regionalized,cat-107306
4915,107307,8811000.414,7.6066,0.3914,regionalized,cat-107307
4916,107308,3736350.751,8.7878,0.2714,regionalized,cat-107308
4917,107309,8049600.306,7.8915,0.3586,regionalized,cat-107309
4918,107310,3355650.009,9.0378,0.2513,regionalized,cat-107310
4919,107311,7397550.509,9.0455,0.2801,calibrated,cat-107311
4920,107313,3424950.054,8.6363,0.284,regionalized,cat-107313
4921,107314,4927050.279,8.1961,0.3256,regionalized,cat-107314
4922,107315,4679999.941,8.813,0.2698,regionalized,cat-107315
4923,107316,3829950.243,7.9286,0.3526,regionalized,cat-107316
4924,107317,3489300.131,7.4098,0.4435,calibrated,cat-107317
4925,107318,3413250.409,10.0,0.2071,calibrated,cat-107318
4926,107319,6700949.86,8.5225,0.2956,regionalized,cat-107319
4927,107320,4470750.104,8.3683,0.3088,regionalized,cat-107320
4928,107321,4581899.73,8.0401,0.3413,regionalized,cat-107321
4929,107322,2376449.33,10.0,0.19,calibrated,cat-107322
4930,107324,3023999.973,8.2586,0.3183,regionalized,cat-107324
4931,107325,2040300.194,9.9093,0.1921,regionalized,cat-107325
4932,107326,8650799.419,7.8275,0.3659,regionalized,cat-107326
4933,107328,4208849.982,8.6937,0.2796,regionalized,cat-107328
4934,107329,5007599.505,6.6004,0.5288,regionalized,cat-107329
4935,107330,5627699.725,7.5298,0.3992,regionalized,cat-107330
4936,107331,5220899.559,7.8014,0.3672,regionalized,cat-107331
4937,107332,5128650.135,5.1621,0.819,regionalized,cat-107332
4938,107333,6983100.239,5.8949,0.6572,regionalized,cat-107333
4939,107334,5019299.852,8.71,0.2786,regionalized,cat-107334
4940,107337,5750999.878,8.2676,0.3191,regionalized,cat-107337
4941,107338,2346750.004,9.0788,0.2475,regionalized,cat-107338
4942,107339,3282749.645,9.1186,0.2452,regionalized,cat-107339
4943,107396,37480948.956,8.8002,0.2755,regionalized,cat-107396
4944,107459,3413250.261,6.8352,0.491,regionalized,cat-107459
4945,107460,8169300.355,7.5625,0.3965,regionalized,cat-107460
4946,107462,1623600.036,9.8051,0.1979,regionalized,cat-107462
4947,107463,2584349.613,9.3548,0.2278,regionalized,cat-107463
4948,107465,1492200.004,10.0,0.1684,regionalized,cat-107465
4949,107467,8562600.104,8.7583,0.2757,regionalized,cat-107467
4950,107470,2922749.433,9.6177,0.2105,regionalized,cat-107470
4951,107472,3961799.874,8.5006,0.2964,regionalized,cat-107472
4952,107474,3798450.09,9.9698,0.1895,regionalized,cat-107474
4953,107475,5673149.249,6.8802,0.4862,regionalized,cat-107475
4954,107476,4913550.212,6.9325,0.4782,regionalized,cat-107476
4955,107477,1726650.108,10.0,0.1865,regionalized,cat-107477
4956,107479,10650150.311,8.0667,0.3407,regionalized,cat-107479
4957,107481,4711949.843,8.6725,0.2817,regionalized,cat-107481
4958,107485,11948400.414,8.4827,0.3006,regionalized,cat-107485
4959,107488,2633849.892,9.6796,0.2064,regionalized,cat-107488
4960,107491,4372649.46,8.4452,0.3016,regionalized,cat-107491
4961,107492,7861050.135,8.7417,0.2769,regionalized,cat-107492
4962,107493,4791599.978,8.6728,0.2817,regionalized,cat-107493
4963,107494,5469300.099,8.7908,0.272,regionalized,cat-107494
4964,107495,4601699.564,7.887,0.3573,regionalized,cat-107495
4965,107497,3147300.369,1.0,1.5581,calibrated,cat-107497
4966,107498,1549349.807,9.9808,0.1875,regionalized,cat-107498
4967,107499,6047549.901,10.0,0.1903,calibrated,cat-107499
4968,107501,10125900.023,7.7427,0.376,regionalized,cat-107501
4969,107506,4273200.018,7.6542,0.3835,regionalized,cat-107506
4970,107507,3668400.126,9.0025,0.2542,regionalized,cat-107507
4971,107508,1316699.789,10.0,0.1826,regionalized,cat-107508
4972,107509,7946100.419,8.4377,0.3038,regionalized,cat-107509
4973,107510,11201850.023,7.3549,0.3599,calibrated,cat-107510
4974,107511,1103400.031,10.0,0.1809,calibrated,cat-107511
4975,107513,4099049.667,10.0,0.198,calibrated,cat-107513
4976,107515,3127499.604,10.0,0.182,calibrated,cat-107515
4977,107517,5962049.788,7.7979,0.3682,regionalized,cat-107517
4978,107519,5765400.725,10.0,0.1987,calibrated,cat-107519
4979,107521,3105449.775,8.8786,0.2637,regionalized,cat-107521
4980,107523,1462950.333,10.0,0.1794,calibrated,cat-107523
4981,107525,6049799.91,10.0,0.2019,calibrated,cat-107525
4982,107527,8820000.544,10.0,0.2385,calibrated,cat-107527
4983,107531,1736100.041,9.169,0.2403,regionalized,cat-107531
4984,107533,1183949.568,9.265,0.2325,regionalized,cat-107533
4985,107534,1095750.333,9.1157,0.2432,regionalized,cat-107534
4986,107540,5259149.834,6.3245,0.5755,regionalized,cat-107540
4987,107541,5982750.157,7.713,0.3777,regionalized,cat-107541
4988,107544,2631150.526,9.3172,0.2304,regionalized,cat-107544
4989,107545,3092849.892,10.0,0.188,calibrated,cat-107545
4990,107546,1656900.126,10.0,0.1792,calibrated,cat-107546
4991,107548,5064749.645,8.4749,0.2993,regionalized,cat-107548
4992,107549,13898250.0,10.0,0.2241,calibrated,cat-107549
4993,107551,4203900.067,9.0562,0.2504,regionalized,cat-107551
4994,107552,6882299.946,7.9465,0.3523,regionalized,cat-107552
4995,107553,14653349.843,8.0963,0.3386,regionalized,cat-107553
4996,107554,6365250.473,10.0,0.1999,calibrated,cat-107554
4997,107555,6121800.009,8.6801,0.2816,regionalized,cat-107555
4998,107556,5432849.991,8.9446,0.2596,regionalized,cat-107556
4999,107557,3200849.797,4.6979,0.9398,regionalized,cat-107557
5000,107558,5618250.252,10.0,0.2,calibrated,cat-107558
5001,107564,4491900.099,9.342,0.2297,regionalized,cat-107564
5002,107566,1244249.887,10.0,0.16,regionalized,cat-107566
5003,107567,2300400.014,10.0,0.1784,calibrated,cat-107567
5004,107569,2703599.82,9.6106,0.2108,regionalized,cat-107569
5005,107570,3611249.811,9.2527,0.2356,regionalized,cat-107570
5006,107571,4767749.982,9.295,0.2331,regionalized,cat-107571
5007,107572,6238350.108,8.7537,0.2754,regionalized,cat-107572
5008,107573,4168350.117,6.189,0.5986,regionalized,cat-107573
5009,107574,12992850.747,6.3565,0.5671,calibrated,cat-107574
5010,107578,4855949.46,9.273,0.2347,regionalized,cat-107578
5011,107579,4561199.901,9.4064,0.2253,regionalized,cat-107579
5012,107580,9345150.68,10.0,0.2078,calibrated,cat-107580
5013,107582,6915150.356,8.9555,0.2592,regionalized,cat-107582
5014,107584,4116149.825,4.7517,0.6404,calibrated,cat-107584
5015,107585,6874649.937,8.6003,0.2888,regionalized,cat-107585
5016,107587,589050.234,10.0,0.1204,regionalized,cat-107587
5017,107588,6793649.694,7.8378,0.3641,regionalized,cat-107588
5018,107589,2860200.401,10.0,0.1938,calibrated,cat-107589
5019,107591,7388099.55,6.1585,0.607,regionalized,cat-107591
5020,107592,11518199.595,10.0,0.231,calibrated,cat-107592
5021,107598,3368250.905,7.964,0.3484,regionalized,cat-107598
5022,107599,1540350.013,10.0,0.1798,calibrated,cat-107599
5023,107600,1012950.207,8.6954,0.2763,regionalized,cat-107600
5024,107603,3524849.865,10.0,0.188,calibrated,cat-107603
5025,107604,4745699.869,8.9692,0.2574,regionalized,cat-107604
5026,107605,6588900.401,8.4728,0.3001,regionalized,cat-107605
5027,107606,3759749.892,9.4267,0.2235,regionalized,cat-107606
5028,107608,3020400.585,10.0,0.1857,calibrated,cat-107608
5029,107609,9755549.573,8.4449,0.3036,regionalized,cat-107609
5030,107611,1413899.789,10.0,0.2021,calibrated,cat-107611
5031,107613,1160549.996,10.0,0.1877,calibrated,cat-107613
5032,107615,3725550.171,2.0453,2.1073,regionalized,cat-107615
5033,107616,9786150.081,8.5156,0.2972,regionalized,cat-107616
5034,107618,3896099.919,7.5326,0.3977,regionalized,cat-107618
5035,107619,15560100.04,7.9051,0.3591,regionalized,cat-107619
5036,107622,7052399.784,10.0,0.1956,calibrated,cat-107622
5037,107623,2238299.825,8.3399,0.3097,regionalized,cat-107623
5038,107624,2691000.085,10.0,0.1821,calibrated,cat-107624
5039,107626,3527999.802,2.4991,1.8347,regionalized,cat-107626
5040,107629,8607599.798,10.0,0.2179,calibrated,cat-107629
5041,107630,3178349.856,8.2425,0.3199,regionalized,cat-107630
5042,107631,15279749.964,6.9667,0.4776,regionalized,cat-107631
5043,107633,15138449.982,7.201,0.4448,regionalized,cat-107633
5044,107634,6535799.91,10.0,0.2068,calibrated,cat-107634
5045,107637,603899.775,10.0,0.1784,calibrated,cat-107637
5046,107638,4039200.122,9.3391,0.2297,regionalized,cat-107638
5047,107642,5406750.095,8.0851,0.3371,regionalized,cat-107642
5048,107643,3361499.784,9.3614,0.2278,regionalized,cat-107643
5049,107644,886950.202,10.0,0.1797,calibrated,cat-107644
5050,107646,4382100.27,10.0,0.1822,calibrated,cat-107646
5051,107651,2263500.293,9.6477,0.2082,regionalized,cat-107651
5052,107652,6005699.429,9.1852,0.2414,regionalized,cat-107652
5053,107653,4323599.833,10.0,0.1799,calibrated,cat-107653
5054,107654,4251149.581,7.8244,0.3642,regionalized,cat-107654
5055,107657,4885650.432,8.003,0.3453,regionalized,cat-107657
5056,107658,12972600.004,5.9192,0.4583,calibrated,cat-107658
5057,107663,1254149.986,10.0,0.1792,calibrated,cat-107663
5058,107665,142200.274,10.0,0.1458,regionalized,cat-107665
5059,107666,9534599.847,8.8038,0.2721,regionalized,cat-107666
5060,107668,4240349.392,9.6101,0.2116,regionalized,cat-107668
5061,107669,4006800.486,9.1705,0.2418,regionalized,cat-107669
5062,107670,3383099.514,9.3505,0.2286,regionalized,cat-107670
5063,107671,3322349.568,9.5474,0.2153,regionalized,cat-107671
5064,107672,6666300.648,8.8517,0.2675,regionalized,cat-107672
5065,107673,4292099.924,10.0,0.1903,calibrated,cat-107673
5066,107674,3901050.009,10.0,0.1894,calibrated,cat-107674
5067,107676,6606449.793,10.0,0.2076,calibrated,cat-107676
5068,107680,3708450.432,9.2234,0.2378,regionalized,cat-107680
5069,107681,5723999.527,8.6615,0.2831,regionalized,cat-107681
5070,107682,3011400.387,10.0,0.1943,calibrated,cat-107682
5071,107683,6600149.082,7.2114,0.3399,calibrated,cat-107683
5072,107686,2302200.477,10.0,0.1864,regionalized,cat-107686
5073,107687,7896149.919,8.7115,0.2718,calibrated,cat-107687
5074,107690,5370300.027,10.0,0.1855,calibrated,cat-107690
5075,107693,4452749.694,8.4339,0.3027,regionalized,cat-107693
5076,107696,3185550.104,10.0,0.1842,calibrated,cat-107696
5077,107697,5879700.45,8.5049,0.2969,regionalized,cat-107697
5078,107698,8494200.229,6.3051,0.41,calibrated,cat-107698
5079,107702,3253949.6,10.0,0.1901,calibrated,cat-107702
5080,107703,8684099.361,7.6311,0.3885,regionalized,cat-107703
5081,107704,1952550.058,7.1644,0.3805,calibrated,cat-107704
5082,107708,17839800.724,6.9588,0.4794,regionalized,cat-107708
5083,107709,3186900.157,10.0,0.2015,calibrated,cat-107709
5084,107710,5553900.243,10.0,0.1903,calibrated,cat-107710
5085,107711,3089250.072,8.9547,0.2576,regionalized,cat-107711
5086,107712,11367449.478,9.9614,0.2526,calibrated,cat-107712
5087,107718,9992700.256,7.9315,0.355,regionalized,cat-107718
5088,107720,3534749.599,10.0,0.1903,calibrated,cat-107720
5089,107721,3725099.424,9.7643,0.2017,regionalized,cat-107721
5090,107722,4830300.0,8.3793,0.308,regionalized,cat-107722
5091,107723,3375000.526,10.0,0.1903,calibrated,cat-107723
5092,107724,1327050.095,9.6713,0.2058,regionalized,cat-107724
5093,107725,5865300.752,8.6901,0.2806,regionalized,cat-107725
5094,107727,1315799.914,10.0,0.1748,regionalized,cat-107727
5095,107728,3391200.216,10.0,0.1792,regionalized,cat-107728
5096,107731,3264300.23,9.4987,0.2184,regionalized,cat-107731
5097,107732,3013649.302,10.0,0.1896,calibrated,cat-107732
5098,107733,7586099.924,8.6674,0.2832,regionalized,cat-107733
5099,107736,4468499.892,9.8666,0.1958,regionalized,cat-107736
5100,107737,4582349.923,9.8642,0.196,regionalized,cat-107737
5101,107739,3724199.861,10.0,0.1848,calibrated,cat-107739
5102,107740,4295699.865,9.6532,0.2089,regionalized,cat-107740
5103,107741,3064050.266,10.0,0.1824,calibrated,cat-107741
5104,107742,3448349.532,10.0,0.1772,regionalized,cat-107742
5105,107743,5145750.792,10.0,0.1371,regionalized,cat-107743
5106,107746,4675050.311,9.3787,0.2272,regionalized,cat-107746
5107,107747,4823100.508,9.1818,0.2413,regionalized,cat-107747
5108,107749,3601350.428,10.0,0.1805,regionalized,cat-107749
5109,107750,3367349.546,10.0,0.179,regionalized,cat-107750
5110,107751,10456199.384,9.1436,0.2456,regionalized,cat-107751
5111,107753,5353649.914,9.4132,0.2251,regionalized,cat-107753
5112,107754,4180049.802,9.1691,0.242,regionalized,cat-107754
5113,107755,10032750.023,10.0,0.1892,calibrated,cat-107755
5114,107782,11004749.618,8.0481,0.3224,calibrated,cat-107782
5115,107784,4734899.978,9.562,0.2149,regionalized,cat-107784
5116,107785,3179249.878,9.5551,0.2147,regionalized,cat-107785
5117,107786,3563999.865,10.0,0.1845,regionalized,cat-107786
5118,107787,7762950.396,8.4986,0.2982,regionalized,cat-107787
5119,107790,4437900.086,9.4549,0.2219,regionalized,cat-107790
5120,107791,3514949.982,9.4852,0.2194,regionalized,cat-107791
5121,107792,4474350.409,10.0,0.1884,calibrated,cat-107792
5122,107793,3548699.415,9.3513,0.2286,regionalized,cat-107793
5123,107794,4115250.018,9.3365,0.2299,regionalized,cat-107794
5124,107795,8900099.752,10.0,0.2037,calibrated,cat-107795
5125,107798,8274149.595,8.841,0.2688,regionalized,cat-107798
5126,107799,2258550.121,9.8103,0.1981,regionalized,cat-107799
5127,107800,3345300.095,10.0,0.1868,calibrated,cat-107800
5128,107801,6029100.094,10.0,0.1998,calibrated,cat-107801
5129,107803,10267200.072,8.7401,0.2777,regionalized,cat-107803
5130,107804,4350149.788,10.0,0.1963,calibrated,cat-107804
5131,107812,3473549.392,10.0,0.1879,calibrated,cat-107812
5132,107813,3610349.897,10.0,0.1619,regionalized,cat-107813
5133,107814,5468850.284,9.4159,0.2249,regionalized,cat-107814
5134,107816,3776849.847,9.4217,0.2239,regionalized,cat-107816
5135,107817,4512600.05,10.0,0.1903,calibrated,cat-107817
5136,107818,4269150.018,9.9983,0.188,regionalized,cat-107818
5137,107819,10025549.572,8.5049,0.2842,calibrated,cat-107819
5138,107824,3298949.968,9.3761,0.2268,regionalized,cat-107824
5139,107825,4612500.023,9.7876,0.2006,regionalized,cat-107825
5140,107826,3799800.009,9.5248,0.217,regionalized,cat-107826
5141,107828,5242499.991,10.0,0.1903,calibrated,cat-107828
5142,107829,5764049.699,9.0605,0.2507,regionalized,cat-107829
5143,107830,11125799.924,10.0,0.2179,calibrated,cat-107830
5144,107833,3407399.852,10.0,0.2003,calibrated,cat-107833
5145,107834,6663149.267,8.7763,0.2737,regionalized,cat-107834
5146,107837,3498750.414,9.3064,0.2317,regionalized,cat-107837
5147,107838,4985100.468,10.0,0.2076,calibrated,cat-107838
5148,107839,4791149.609,9.1361,0.2446,regionalized,cat-107839
5149,107840,4882950.054,9.1111,0.2466,regionalized,cat-107840
5150,107841,3213899.874,10.0,0.1995,calibrated,cat-107841
5151,107842,3102299.676,10.0,0.1215,regionalized,cat-107842
5152,107843,6827849.834,9.9343,0.1925,regionalized,cat-107843
5153,107845,3187800.247,10.0,0.1802,calibrated,cat-107845
5154,107847,4139099.446,10.0,0.1836,calibrated,cat-107847
5155,107848,3788099.973,8.8079,0.2698,regionalized,cat-107848
5156,107849,6382350.643,9.676,0.2081,regionalized,cat-107849
5157,107850,5993550.198,10.0,0.1828,calibrated,cat-107850
5158,107852,12223349.977,9.6354,0.2118,regionalized,cat-107852
5159,107853,8622899.896,9.5126,0.2193,regionalized,cat-107853
5160,107857,7877700.247,8.898,0.2641,regionalized,cat-107857
5161,107858,7891199.181,8.5546,0.2932,regionalized,cat-107858
5162,107859,5902649.559,9.6998,0.2065,regionalized,cat-107859
5163,107860,4857750.004,10.0,0.1845,calibrated,cat-107860
5164,107862,3902400.171,10.0,0.1583,regionalized,cat-107862
5165,107863,3993749.991,10.0,0.1726,regionalized,cat-107863
5166,107864,4116149.811,9.2164,0.2385,regionalized,cat-107864
5167,107866,5572349.739,10.0,0.1801,calibrated,cat-107866
5168,107868,3319650.203,9.2623,0.2348,regionalized,cat-107868
5169,107869,5355449.608,8.8976,0.2633,regionalized,cat-107869
5170,107870,8959500.252,8.7199,0.2791,regionalized,cat-107870
5171,107871,3968100.261,9.5652,0.2144,regionalized,cat-107871
5172,107872,7578000.288,8.4105,0.3062,regionalized,cat-107872
5173,107873,10666801.031,10.0,0.1872,calibrated,cat-107873
5174,107874,9561150.153,8.1797,0.3291,regionalized,cat-107874
5175,107875,10123199.753,8.847,0.2688,regionalized,cat-107875
5176,107877,3007350.252,9.708,0.2048,regionalized,cat-107877
5177,107880,7073999.365,8.9143,0.2626,regionalized,cat-107880
5178,107881,7065900.945,10.0,0.2006,calibrated,cat-107881
5179,107882,7787699.563,8.3666,0.3104,regionalized,cat-107882
5180,107883,4338450.927,10.0,0.1832,calibrated,cat-107883
5181,107888,6253199.339,8.474,0.2999,regionalized,cat-107888
5182,107889,4851449.82,9.6926,0.2066,regionalized,cat-107889
5183,107890,9395099.64,10.0,0.1524,regionalized,cat-107890
5184,107891,8399699.028,10.0,0.1303,regionalized,cat-107891
5185,107892,14622750.495,10.0,0.1331,regionalized,cat-107892
5186,107896,3714300.045,9.1768,0.2412,regionalized,cat-107896
5187,107897,5654250.491,9.2909,0.2337,regionalized,cat-107897
5188,107898,9407700.32,10.0,0.1216,regionalized,cat-107898
5189,107899,5963399.694,10.0,0.1263,regionalized,cat-107899
5190,107900,3352949.86,10.0,0.134,regionalized,cat-107900
5191,107901,5305500.216,10.0,0.1818,regionalized,cat-107901
5192,107902,5050800.113,10.0,0.187,calibrated,cat-107902
5193,107904,8249849.69,10.0,0.1363,regionalized,cat-107904
5194,107905,10784698.956,10.0,0.1385,regionalized,cat-107905
5195,107906,6163200.153,9.1945,0.2408,regionalized,cat-107906
5196,107909,11126250.009,8.8349,0.2699,regionalized,cat-107909
5197,107910,10459349.469,8.4663,0.3018,regionalized,cat-107910
5198,107911,38588400.203,10.0,0.2037,calibrated,cat-107911
5199,107923,20692799.554,10.0,0.2103,calibrated,cat-107923
5200,107925,6376500.031,9.7044,0.2063,regionalized,cat-107925
5201,107926,6487649.442,9.3275,0.2314,regionalized,cat-107926
5202,107927,8743950.0,9.7137,0.2062,regionalized,cat-107927
5203,107930,3783599.793,9.6054,0.2117,regionalized,cat-107930
5204,107931,3199499.919,10.0,0.1819,calibrated,cat-107931
5205,107933,5551650.706,9.0203,0.2537,regionalized,cat-107933
5206,107934,7665299.933,10.0,0.206,calibrated,cat-107934
5207,107936,7596000.036,9.5705,0.2152,regionalized,cat-107936
5208,107937,8167499.824,8.4909,0.299,regionalized,cat-107937
5209,107938,6563250.373,10.0,0.1874,calibrated,cat-107938
5210,107939,9329400.144,10.0,0.2172,calibrated,cat-107939
5211,107941,3198600.45,9.379,0.2265,regionalized,cat-107941
5212,107942,4015349.667,9.4917,0.2193,regionalized,cat-107942
5213,107943,9642150.68,8.4309,0.3049,regionalized,cat-107943
5214,107944,12243150.189,8.3666,0.3115,regionalized,cat-107944
5215,107948,5887350.121,9.4072,0.2257,regionalized,cat-107948
5216,107949,8249850.648,8.1329,0.3334,regionalized,cat-107949
5217,107950,4937850.09,9.9939,0.1885,regionalized,cat-107950
5218,107951,5948099.798,10.0,0.1515,regionalized,cat-107951
5219,107954,5340150.022,9.4695,0.2213,regionalized,cat-107954
5220,107955,4150799.725,9.1484,0.2435,regionalized,cat-107955
5221,107956,7382250.126,9.5353,0.2175,regionalized,cat-107956
5222,107957,3884850.387,9.8422,0.1971,regionalized,cat-107957
5223,107958,3373650.027,10.0,0.1353,regionalized,cat-107958
5224,107959,4757849.492,10.0,0.1458,regionalized,cat-107959
5225,107961,6515550.342,10.0,0.1587,regionalized,cat-107961
5226,107962,5741099.429,9.894,0.1946,regionalized,cat-107962
5227,107964,3952800.648,10.0,0.1875,calibrated,cat-107964
5228,107965,7005149.77,10.0,0.1725,regionalized,cat-107965
5229,107967,3352950.09,10.0,0.1858,calibrated,cat-107967
5230,107968,5869800.014,10.0,0.1819,calibrated,cat-107968
5231,107970,26565299.865,10.0,0.1903,calibrated,cat-107970
5232,107972,11321550.423,8.2976,0.3179,regionalized,cat-107972
5233,107976,13435199.865,8.1257,0.3354,regionalized,cat-107976
5234,107977,4744799.685,8.1755,0.3276,regionalized,cat-107977
5235,107978,3586050.302,10.0,0.1856,calibrated,cat-107978
5236,107980,10234349.743,8.8543,0.2682,regionalized,cat-107980
5237,107981,6831449.829,8.7073,0.2795,regionalized,cat-107981
5238,107983,5513399.798,9.0144,0.2541,regionalized,cat-107983
5239,107984,6046200.211,8.071,0.3388,regionalized,cat-107984
5240,107985,4070699.991,9.4265,0.2237,regionalized,cat-107985
5241,107986,3657599.964,9.5256,0.2169,regionalized,cat-107986
5242,107988,6156000.027,10.0,0.2255,calibrated,cat-107988
5243,107989,47250.027,8.976,0.2474,regionalized,cat-107989
5244,107991,4163850.261,10.0,0.1992,calibrated,cat-107991
5245,107992,6219449.487,8.8389,0.2684,regionalized,cat-107992
5246,107993,5343750.153,8.6651,0.2826,regionalized,cat-107993
5247,107994,9764999.842,8.2534,0.3218,regionalized,cat-107994
5248,107996,4974299.942,10.0,0.225,calibrated,cat-107996
5249,107997,4068900.459,10.0,0.1749,regionalized,cat-107997
5250,107998,6076800.072,8.8129,0.2705,regionalized,cat-107998
5251,107999,9080550.099,9.1314,0.2463,regionalized,cat-107999
5252,108000,14377500.067,7.2014,0.3578,calibrated,cat-108000
5253,108011,3050099.735,9.5636,0.214,regionalized,cat-108011
5254,108012,5139450.378,9.0247,0.2532,regionalized,cat-108012
5255,108013,9301949.734,8.3735,0.3102,regionalized,cat-108013
5256,108015,4060800.202,8.7118,0.278,regionalized,cat-108015
5257,108016,3778199.861,9.445,0.2223,regionalized,cat-108016
5258,108019,6706799.379,8.1579,0.3303,regionalized,cat-108019
5259,108020,5539499.572,7.9463,0.3518,regionalized,cat-108020
5260,108021,5101650.054,9.1733,0.242,regionalized,cat-108021
5261,108022,5549400.657,8.4294,0.3036,regionalized,cat-108022
5262,108023,3197250.423,10.0,0.1901,calibrated,cat-108023
5263,108024,4796549.77,9.2302,0.2378,regionalized,cat-108024
5264,108025,3274650.832,10.0,0.1662,regionalized,cat-108025
5265,108027,4039200.176,10.0,0.2062,calibrated,cat-108027
5266,108028,3919049.959,9.6222,0.2107,regionalized,cat-108028
5267,108030,3267000.041,10.0,0.1942,calibrated,cat-108030
5268,108031,10105200.126,8.3556,0.3121,regionalized,cat-108031
5269,108032,4155300.216,10.0,0.1945,calibrated,cat-108032
5270,108033,4305600.275,9.1603,0.2427,regionalized,cat-108033
5271,108034,7900200.122,7.5703,0.3953,regionalized,cat-108034
5272,108035,16094699.743,6.8155,0.4088,calibrated,cat-108035
5273,108037,4034699.361,9.0605,0.2499,regionalized,cat-108037
5274,108039,3144600.437,10.0,0.1953,calibrated,cat-108039
5275,108040,7442099.739,7.3524,0.3089,calibrated,cat-108040
5276,108042,21685050.311,10.0,0.2057,calibrated,cat-108042
5277,108052,34725599.28,3.4046,0.9187,calibrated,cat-108052
5278,108055,4983749.226,9.1661,0.2425,regionalized,cat-108055
5279,108056,4855949.865,8.905,0.2625,regionalized,cat-108056
5280,108058,7595549.694,10.0,0.2038,calibrated,cat-108058
5281,108059,3895650.198,9.3694,0.2275,regionalized,cat-108059
5282,108060,10844549.581,7.718,0.3791,regionalized,cat-108060
5283,108061,9442801.062,8.5084,0.2977,regionalized,cat-108061
5284,108062,17095949.456,6.8177,0.3544,calibrated,cat-108062
5285,108064,3008250.058,10.0,0.1849,calibrated,cat-108064
5286,108067,26077048.736,10.0,0.1555,regionalized,cat-108067
5287,108070,11947949.964,8.6808,0.283,regionalized,cat-108070
5288,108071,33559649.676,9.4796,0.2239,regionalized,cat-108071
5289,108073,3249000.131,10.0,0.1903,calibrated,cat-108073
5290,108074,9776251.049,8.4185,0.3061,regionalized,cat-108074
5291,108075,28044901.444,9.5206,0.2208,regionalized,cat-108075
5292,108082,26427599.878,8.023,0.3479,regionalized,cat-108082
5293,108083,10943099.055,8.5071,0.2983,regionalized,cat-108083
5294,108084,20402549.676,8.2762,0.3215,regionalized,cat-108084
5295,108085,29313899.959,9.3744,0.231,regionalized,cat-108085
5296,108087,11061449.901,10.0,0.186,calibrated,cat-108087
5297,108089,37808549.91,9.1243,0.2533,calibrated,cat-108089
